,id,uid,name,lat,lng,address,postal_code,city_id,city_name,city_insee,city_tier,phone,email,since,created_at,network_name,conservation_care,funeral_organization,management_and_use_of_funeral_chambers,provide_hearses_and_mourning_cars,supply_covers_coffins_interior_exterior_accessories_urns,supply_personnel_items_services,transport_body_before_after_burial,habilitation_issued_at,habilitation_expired_at,habilitation_number,cinerary_monuments,deceased_transport,establishment_pictures,establishment_video,funeral_accessories_and_urns,marble_services,monuments_maintenance,mpf_url,online_administrative_procedures,online_death_notice,online_quote_request,permanence_days,siret_number,religion,undertaker_type,status
4198,42669,699d8651e3037ca9,S.A.R.L. du Quai (« Pompes Funèbres WYFFELS »),50.6939958,3.1898448,5-7 quai de Lorient,59100,22802,Roubaix,59512,1,0320755414,,,2020-10-23 10:20:03.248044,,0,0,1,0,0,0,0,,2020-11-06,14-59-931,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
4199,42670,0e67cad308b02d9d,Pompes Funèbres Wyffels,50.6938261,3.1909954,"210,GrandRue",59100,22802,Roubaix,59512,1,0320669977,,,2020-10-23 10:20:03.355984,,0,1,0,1,1,1,1,,2020-08-23,14-59-791,-1,1,1,0,1,1,1,,-1,1,1,1,,-1,0,0
4200,42671,04606deda50ac064,Pompes Funèbres Collet,50.7008727,3.1843828,"242, boulevard de Strasbourg",59100,22802,Roubaix,59512,1,0320702782,,,2020-10-23 10:20:03.464257,,0,1,0,1,1,1,1,,2020-10-21,14-59-226,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/roubaix/pompes-funebres-collet,-1,1,1,1,,-1,0,0
4201,42672,d4fdc67dfcc9ce7e,E.U.R.L. Transport Service Funéraire,50.6262488,3.0815261,"12, rue de Bavay",59100,22802,Roubaix,59512,1,0362022502,,,2020-10-23 10:20:03.572496,,0,0,1,1,0,1,1,,2019-09-23,13-59-998,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,4
4202,42673,c829f917908052d5,Pompes Funèbres Musulmanes El Ouadjib,50.6923512,3.1632894,"2, rue de l'Alouette",59100,22802,Roubaix,59512,1,0320544666,,,2020-10-23 10:20:03.680479,,0,1,0,1,1,1,1,,2023-11-10,17-59-1001,-1,1,1,0,0,1,1,,-1,0,0,1,820 479 194 00020,1,0,0
4203,42674,da32f3f5bcff9fae,Service municipal des inhumations et exhumations,50.6948832,3.1906871,"1 place Chaptal,",59100,22802,Roubaix,59512,1,0320837611,,,2020-10-23 10:20:03.788588,,0,0,1,0,0,1,0,,2021-04-08,15-59-442,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,5
4204,42675,1e37bdb189a61a7c,Pompes Funèbres Musulmanes SOUNNA,50.7007082,3.1731626,"51, rue de Tourcoing",59100,22802,Roubaix,59512,1,0320978814,,,2020-10-23 10:20:03.898957,,0,1,0,1,1,1,1,,2025-01-24,18-59-1006,-1,1,1,1,0,1,1,https://meilleures-pompes-funebres.com/59/roubaix/pompes-funebres-musulmanes-sounna,-1,0,0,1,529 108 417 00021,1,0,0
4205,42676,7194924dc46f9ae4,Pompes Funèbres Musulmanes SOUNNA Lannoy,50.6847964,3.1893552,"231, rue de Lannoy",59100,22802,Roubaix,59512,1,0320978814,,,2020-10-23 10:20:04.005672,,0,1,0,1,1,1,1,,2025-01-24,18-59-1131,-1,1,1,0,1,1,1,,-1,0,0,1,,1,0,0
4206,42677,df6a342d22fbf5ba,Pompes Funèbres Générales,50.6615052,3.0735392,"277,rue du Général de Gaulle",59110,22948,La Madeleine,59368,2,0320555311,Agence-LaMadeleine-1@PFG.FR,,2020-10-23 10:20:04.116659,PFG Services Funéraires,1,1,1,1,1,1,1,,2020-10-28,14-59-783,-1,1,1,-1,1,1,1,https://meilleures-pompes-funebres.com/59/la-madeleine/pfg-pompes-funebres-generales,-1,1,1,-1,542 076 799 16805,-1,0,0
4207,42678,aa92a5b217a3ef64,Pompes Funèbres LEFEVRE,50.6535344,3.0698075,"67,rue Georges Pompidou",59110,22948,La Madeleine,59368,2,0320138518,,,2020-10-23 10:20:04.225791,Le Choix Funéraire,1,1,1,1,1,1,1,,2023-03-17,17-59-800,-1,1,1,-1,1,1,1,https://meilleures-pompes-funebres.com/59/la-madeleine/le-choix-funeraire-pompes-funebres-lefevre,-1,1,1,-1,348 048 810 00033,-1,0,0
4208,42679,b423d1e0cecde0f5,Pompes Funèbres RICHARD,50.6551815,3.0702298,"13-17,rue Kléber",59110,22948,La Madeleine,59368,2,0320211541,,,2020-10-23 10:20:04.333655,,0,1,1,1,1,1,1,,2019-12-05,13-59-1049,-1,-1,1,-1,1,1,-1,,-1,-1,-1,-1,414 190 140 00049,-1,0,0
4209,42680,870135d2dc4950cd,La Maison des Obsèques - Ets Richard,50.655109,3.0739593,"172, rue du Général de Gaulle",59110,22948,La Madeleine,59368,2,0320068356,lamadeleine@lamaisondesobseques.fr,,2020-10-23 10:20:04.440055,La Maison des obsèques,0,1,0,1,1,1,1,,2024-01-28,18-59-562,-1,-1,1,-1,1,1,1,,-1,1,1,-1,414 190 140 00023,-1,0,0
4210,42681,f40e504015745b3f,S.A.S.Pompes Funèbres RICHARD,50.6551389,3.070042,"58,rue Gambetta",59110,22948,La Madeleine,59368,2,0320068356,,,2020-10-23 10:20:04.549995,,0,0,1,0,0,0,0,,2024-08-21,18-59-768,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,2
4211,42682,00dfcee0f066b6bd,S.A.S.HYGECO Post Mortem Assistance,50.6524688,3.0590278,"Centre Ergonor–ZA du Pré Catelan–2, rue Edouard Delesalle",59110,22948,La Madeleine,59368,2,0320061460,,,2020-10-23 10:20:04.658903,,1,1,0,1,1,1,1,,2021-11-05,165-59-364,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,0
4212,42683,e7fdc487ff145f7b,Pompes Funèbres de L'Ostrevant,50.2817664,3.3200898,1 chemin du Piré,59111,23338,Bouchain,59092,2,0327253325,,,2020-10-23 10:20:04.769974,,0,1,1,1,1,1,1,,,20-59-0366,-1,1,-1,-1,-1,1,1,https://meilleures-pompes-funebres.com/59/bouchain/pompes-funebres-de-l-ostrevent,-1,-1,-1,1,,-1,0,0
4213,42684,24d5d55403479e0a,S.A.R.L.Pompes Funèbres de l'Ostrevant,50.2654312,3.3231449,"18,Route Nationale",59111,23185,Hordain,59313,3,0327253325,,,2020-10-23 10:20:04.883839,,0,0,1,0,0,0,0,,2022-12-02,16-59-981,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,0,0
4214,42685,97be8e2e7b9f8ab7,Pompes Funèbres Paul Marchand,50.5491507,3.0402884,"42, rue Parmentier",59113,23255,Seclin,59560,2,0320901217,pfpmarchand@orange.fr,,2020-10-23 10:20:05.061998,,1,1,1,1,1,1,1,,2021-03-30,15-59-944,0,1,1,1,1,0,-1,https://meilleures-pompes-funebres.com/59/seclin/pompes-funebres-paul-marchand,0,1,1,1,327 358 040 00035,-1,0,0
4215,42686,89d3f231b8cde749,Pompes Funèbres Faucomprez,50.5531224,3.0223058,"104, rue des Martyrs de la Résistance",59113,23255,Seclin,59560,2,0320901771,faucomprez.f@orange.fr,,2020-10-23 10:20:05.168159,,0,1,1,0,0,0,0,,2020-04-17,14-59-916,1,1,1,0,1,0,-1,https://meilleures-pompes-funebres.com/59/seclin/pompes-funebres-faucomprez,0,1,0,1,532 331 808 00040,-1,0,0
4216,42687,66d2ae4e393864ce,S.A.R.L. SE Ets FAUCOMPREZ,50.5531224,3.0223058,"104, rue des Martyrs de la Résistance",59113,23255,Seclin,59560,2,0320954126,,,2020-10-23 10:20:05.280653,,1,1,1,1,1,1,1,,2021-03-30,15-59-942,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
4217,42688,fd6fcd4388649f22,Marbrerie Virique,50.5549205,3.0303696,"130, rue Maurice Bouchery",59113,23255,Seclin,59560,2,0320900044,,,2020-10-23 10:20:05.397658,,0,0,0,0,0,1,0,,2022-02-26,16-59-632,1,0,1,0,1,1,1,,0,0,0,0,327 500 815 00011,-1,0,0
4218,42689,b7fc346dcabd62b9,SARL MARBRERIE VIRIQUE,50.5549205,3.0303696,"130, rue Maurice Bouchery",59113,23255,Seclin,59560,2,0320900044,,,2020-10-23 10:20:05.505853,,0,0,0,0,0,1,0,,2020-10-31,14-59-264,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
4219,42690,e2bf14f1bc59f42b,Pompes Funèbres DUMON - Le Choix Funéraire,50.8137156,2.5819078,"16 bis, route d’Hondschoote",59114,22853,Steenvoorde,59580,2,0328433138,pf.dumon59@gmail.com,,2020-10-23 10:20:05.615394,Le Choix Funéraire,1,1,1,1,1,1,1,,2020-06-06,14-59-116,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/steenvoorde/pompes-funebres-dumon-le-choix-funeraire,-1,1,1,1,323 623 926 00025,-1,0,0
4220,42691,f4b77a16b1462e44,S.A.R.L. Marbrerie et pompes funèbres DUMON,50.8139453,2.5819224,"16, route d'Hondschoote",59114,22853,Steenvoorde,59580,2,0320630750,,,2020-10-23 10:20:05.724493,,0,0,1,0,0,0,0,,2021-11-19,15-59-955,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,2
4221,42692,9656e3722d99c442,Pompes Funèbres Constant-Milazzo,50.6784951,3.2349718,"68, rue de Lys",59115,23321,Leers,59339,2,0320753134,constant.milazzo@gmail.com,,2020-10-23 10:20:05.831553,,0,1,1,1,1,1,1,,2021-08-04,15-59-552,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/leers/pompes-funebres-constant-milazzo,0,1,0,1,440 773 562 00010,-1,0,0
4222,42693,6b2acc2de3899a57,S.A.R.L.CONSTANT-MILAZZO - Funérarium,50.6784951,3.2349718,"68,ruedeLys",59115,23321,Leers,59339,2,0320753134,,,2020-10-23 10:20:05.941795,,0,0,1,0,0,0,0,,2024-04-28,18-59-553,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,2
4223,42694,4cd02e15b69a0d7c,Pompes Funèbres Constant-milazzo,50.679786,3.2478532,"1,PlaceSadiCarnot",59115,23321,Leers,59339,2,0320753134,,,2020-10-23 10:20:06.048553,,0,1,1,1,1,1,1,,2024-08-31,18-59-1015,1,1,1,0,1,1,1,,0,1,0,1,440 773 562 00028,-1,0,0
4224,42695,cdc5e8e3e0922560,Pompes Funèbres Christian Magré,50.678323,3.2467245,"1,rue Roger Salengro",59115,23321,Leers,59339,2,0320836464,pfjustice@orange.fr,,2020-10-23 10:20:06.158846,,1,1,1,0,0,0,0,,2024-01-06,18-59-1005,0,0,1,0,1,0,-1,,0,0,0,1,345 271 175 00068,-1,0,0
4225,42696,d30561f6ea0f5272,S.A.R.L.Pompes funèbres de la Justice,50.678323,3.2467245,"1,rue Roger Salengro",59115,23321,Leers,59339,2,0320836464,,,2020-10-23 10:20:06.267939,,0,1,0,1,1,1,1,,2024-02-07,18-59-1008,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
4226,42697,d041c571cbfb89ee,Pompes Funèbres REMORY - Le Choix Funéraire,50.6889512,2.9021918,"68,rue Victor Hugo",59116,23034,Houplines,59317,2,0320773087,,,2020-10-23 10:20:06.377880,Le Choix Funéraire,0,0,1,0,0,0,0,,2022-10-21,16-59-854,-1,1,1,-1,1,1,1,https://meilleures-pompes-funebres.com/59/houplines/pompes-funebres-remory-j,-1,1,1,1,352 643 902 00047,-1,0,0
4227,42698,fde7370c0231bf3d,S.A.R.L.Pompes funèbres REMORY,50.6890146,2.9022946,"68,rue Victor Hugo",59116,23034,Houplines,59317,2,0320773087,,,2020-10-23 10:20:06.503648,,0,0,1,1,1,1,1,,2020-07-18,14-59-152,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,2
4228,42699,15a2765021c70e69,S.A.R.L. Pompes funèbres REMORY,50.7730319,3.0496077,"3, Résidence de la - Rue Gabriel Pér",59117,22814,Wervicq-Sud,59656,3,0320390262,,,2020-10-23 10:20:06.617669,,0,1,0,1,1,1,1,,2020-07-18,14-59-918,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,0
4229,42700,8528e20d3dc514bb,Service municipal des inhumations et exhumations,50.6869181,3.0521411,2 Place du Général de Gaulle,59118,23348,Wambrechies,59636,2,0328388407,,,2020-10-23 10:20:06.729481,,0,0,0,0,0,1,0,,2021-02-05,15-59-346,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,5
4230,42701,ba7a2df649547344,Pompes Funèbres REMORY,50.6825313,3.0447612,"899, rue d'Ypres",59118,23348,Wambrechies,59636,2,0320788574,,,2020-10-23 10:20:06.841443,,1,1,1,1,1,1,1,,2020-07-18,14-59-155,0,1,1,0,1,1,0,https://meilleures-pompes-funebres.com/59/wambrechies/pompes-funebres-remory,0,1,1,1,352 643 902 00070,-1,0,0
4231,42702,57d3d8c81824f36f,S.A.R.L. Pompes funèbres REMORY,50.6825313,3.0447612,"899, rue d'Ypres",59118,23348,Wambrechies,59636,2,0320788574,,,2020-10-23 10:20:06.955632,,0,0,1,0,0,0,0,,2023-07-12,17-59-864,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,2
4232,42703,950e4a7a3f62485d,Pompes Funèbres Delaby Antos,50.3887947,3.1199484,"21, rue Victor Hugo",59119,22787,Waziers,59654,2,0327980776,delaby.waziers@gmail.com,,2020-10-23 10:20:07.070869,,0,1,1,1,1,1,1,,,13-59-915,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/waziers/delaby-antos,0,1,0,1,478 380 058 00022,-1,0,0
4233,42704,9e7cdc225e69b81a,S.A.R.L. DELABY-ANTOS - SALONS FUNERAIRES,50.3885399,3.1196618,"17, rue Victor Hugo",59119,22787,Waziers,59654,2,0327980776,,,2020-10-23 10:20:07.185938,,0,0,1,0,0,0,0,,2025-03-26,19-59-1030,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,2
4234,42705,ec2fd6702ff7f183,Pompes Funébres Matthieu,50.3873908,3.1196048,"82 B, rue de l’Egalité",59119,22787,Waziers,59654,2,0327952517,,,2020-10-23 10:20:07.300736,,0,1,1,1,1,1,1,,2021-06-09,15-59-1079,-1,-1,-1,-1,1,-1,-1,,-1,-1,-1,1,,-1,0,0
4235,42706,b54b07a41a195c74,Pompes Funèbres Tomczyk Delebury,50.3852968,3.1078622,"48, rue Pasteur",59119,22787,Waziers,59654,2,0327888646,pf.tomczykdelebury@orange.fr,,2020-10-23 10:20:07.415748,,0,1,1,1,1,1,1,,2021-10-28,15-59-427,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/59/waziers/pompes-funebres-tomczyk-delebury,0,1,1,1,411 856 503 00023,-1,0,0
4236,42707,58439909c487b082,Pompes Funèbres Générales,50.6144136,3.0175496,"9, rue Jules Guesde",59120,22895,Loos,59360,2,0320077193,Agence-LoosLesLille-1@PFG.FR,,2020-10-23 10:20:07.526481,PFG Services Funéraires,1,1,1,1,1,1,1,,2020-11-26,14-59-763,-1,1,1,-1,1,1,1,https://meilleures-pompes-funebres.com/59/loos/pompes-funebres-generales-marbrerie-guillaud,-1,1,1,-1,542 076 799 16037,-1,0,0
4237,42708,d209c3bd03d9532d,Pompes Funèbres RICHARD,50.6095926,3.0210867,"104-106 ,rue du Général Leclerc",59120,22895,Loos,59360,2,0320501076,loos@lamaisondesobseques.fr,,2020-10-23 10:20:07.642567,La Maison des obsèques,0,1,1,0,0,0,0,,2019-05-15,13-59-895,-1,-1,1,-1,1,1,1,https://meilleures-pompes-funebres.com/59/loos/pompes-funebres-regard,-1,-1,-1,-1,414 190 140 00072,-1,0,0
4238,42709,afad851348e448ae,S.A.S.Pompes Funèbres RICHARD,50.6095203,3.0210901,"106,rue du Général Leclerc",59120,22895,Loos,59360,2,0320501076,,,2020-10-23 10:20:07.757462,,0,1,0,1,1,1,1,,2023-12-14,17-59-872,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
4239,42710,6da91c74fbb35ec0,Le Choix Funéraire - Pompes Funèbres LEFEVRE,50.615428,3.019229,"34-36,rueduMaréchalFoch",59120,22895,Loos,59360,2,0320572951,,,2020-10-23 10:20:07.872567,Le Choix Funéraire,0,1,1,1,1,1,1,,2021-04-14,15-59-1075,-1,-1,1,-1,1,1,1,https://meilleures-pompes-funebres.com/59/loos/lg-marbrerie,-1,1,1,-1,,-1,0,0
4240,42711,108f9a3e5dd990c5,Association Obsèques Prévoyance,50.6053687,3.0285637,310 Avenue Eugène Avinée,59120,22895,Loos,59360,2,0320104830,contact@obsequesprevoyance.com,,2020-10-23 10:20:07.989760,,0,1,0,0,0,0,0,,2020-07-18,14-59-171,-1,-1,1,-1,0,0,-1,https://meilleures-pompes-funebres.com/59/loos/obseques-prevoyance,-1,-1,-1,-1,,-1,0,0
4241,42712,6018564e7d22805c,Pompes funèbres Prouvysiennes,50.321208,3.453991,Muid de la Maladrerie,59121,22777,Prouvy,59475,3,0327449608,,,2020-10-23 10:20:08.103503,,0,1,0,1,1,1,1,,2020-10-31,14-59-257,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,1,0
4242,42713,8aa78dcf0071f2ed,Pompes Funèbres Laurent LAHEYNE,50.9804191,2.5835863,"17,rue de la Libération",59122,23122,Hondschoote,59309,2,0328622222,,,2020-10-23 10:20:08.219718,Roc Eclerc,1,1,1,1,1,1,1,,2021-06-23,15-59-794,1,1,0,0,1,1,1,,0,1,1,1,441 232 352 00316,-1,0,0
4243,42714,ec55b77c0196d4c3,Service municipal des inhumations et exhumations,50.9586406,2.5634809,55 Rue Saint-Michel,59122,23332,Killem,59326,3,0328683392,,,2020-10-23 10:20:08.335616,,0,0,1,0,0,1,0,,2022-01-11,16-59-683,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,0,0
4244,42715,8256635b2cb4a51b,Pompes Funèbres MASSON et Fils,50.9367244,2.5419101,"15, rue de Bambecque",59122,22774,Rexpoëde,59499,2,0328683345,,,2020-10-23 10:20:08.447532,,0,-1,0,1,1,1,1,,2020-11-26,14-59-272,-1,-1,-1,-1,1,1,1,,-1,-1,-1,1,,-1,0,0
4245,42716,fc5640baf031da7c,Pompes funèbres THOORIS,51.0707479,2.5244019,"14, rue Alphonse Bray",59123,23102,Bray-Dunes,59107,3,0328265270,,,2020-10-23 10:20:08.557552,,0,0,0,0,0,1,0,,2022-08-28,16-59-670,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,0,0
4246,42717,d902a2c78d8385ce,Pompes Funèbres DIRSON Le Choix Funéraire,50.3272519,3.3427358,"151, rue Paul Bert",59124,23192,Escaudain,59205,2,0327441728,escaudain@marbrerie-dirson.com,,2020-10-23 10:20:08.669466,Le Choix Funéraire,1,1,1,0,0,0,0,,2023-12-01,17-59-871,-1,1,1,0,1,1,1,,-1,1,1,1,,-1,0,0
4247,42718,82f6fd7b60082551,S.A.S. Marbrerie DIRSON,50.3270448,3.3437363,"151, rue Paul Bert",59124,23192,Escaudain,59205,2,0327441728,,,2020-10-23 10:20:08.786646,,1,1,0,1,1,1,1,,2021-06-23,15-59-473,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,2
4248,42719,107c38287c2cd190,Service municipal des pompes funèbres,50.3247669,3.4845278,Place de la Résistance,59125,22815,Trith-Saint-Léger,59603,3,0327237500,,,2020-10-23 10:20:08.901809,,0,0,0,0,0,1,0,,2022-05-06,16-59-656,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,0,0
4249,42720,cac1f4291b94c52e,Service municipal des inhumations et exhumations,50.739271,3.0801222,12 r Bousbecque,59126,23378,Linselles,59352,2,0320289480,,,2020-10-23 10:20:09.035570,,0,0,0,0,0,1,0,,2020-09-10,14-59-183,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,5
4250,42721,a5a93ff743d82748,Pompes Funèbres REMORY,50.7416016,3.0802688,"1bis,rueLamartine",59126,23378,Linselles,59352,2,,,,2020-10-23 10:20:09.149597,,1,1,1,1,1,1,1,,2020-07-18,14-59-149,1,1,1,0,1,1,1,,0,1,1,1,352 643 902 00161,-1,0,0
4251,42722,01fa68790606c3a5,Pompes funèbres Jean-Claude GARREAUD,50.071661,3.3316949,53 Rue de Cambrai,59127,22868,Walincourt-Selvigny,59631,2,0327377302,,,2020-10-23 10:20:09.257470,,0,1,1,1,1,1,1,,2020-10-21,14-59-223,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/walincourt-selvigny/pompes-funebres-garreaud-jean-claude,-1,1,1,1,,-1,0,0
4252,42723,b7ac61e2d4342889,Pompes Funèbres Tomczyk Delebury,50.3986648,3.0875826,"16, Place du Marché Jacques Duclos",59128,23325,Flers-en-Escrebieux,59234,2,0327888646,,,2020-10-23 10:20:09.373414,,0,1,1,1,1,1,1,,2021-10-28,15-59-425,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/59/flers-en-escrebieux/pompes-funebres-tomczyk-delebury,0,0,1,1,411 856 503 00015,-1,0,0
4253,42724,4858a251e37fd849,Pompes Funèbres Tomczyk Delebury,50.4026756,3.0508221,"16, rue des Frères Beaumont",59128,23325,Flers-en-Escrebieux,59234,2,0327888646,,,2020-10-23 10:20:09.494030,,0,1,1,1,1,1,1,,2020-10-21,14-59-1069,1,1,0,0,1,1,1,,0,0,1,1,411 856 503 00056,-1,0,0
4254,42725,c889b0330d458438,Service municipal des inhumations et exhumations,50.4005051,3.0570994,Rue Henri Barbusse,59128,23325,Flers-en-Escrebieux,59234,2,0327933600,,,2020-10-23 10:20:09.613758,,0,1,0,1,1,1,1,,2021-10-28,15-59-593,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,5
4255,42726,5909d314965ee632,Pompes funèbres générales,50.6413998,3.0184841,"402,avenue de Dunkerque",59130,23268,Lambersart,59328,2,0320923642,Agence-Lambersart-1@PFG.FR,,2020-10-23 10:20:09.752471,PFG Services Funéraires,0,1,0,1,1,1,1,,2020-10-28,14-59-244,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/lambersart/pfg-pompes-funebres-generales,-1,1,1,1,542 076 799 14297,-1,0,0
4256,42727,3e394503c978fe6f,Pompes Funèbres Lefèvre,50.6525694,3.0304585,"241,rue du Bourg",59130,23268,Lambersart,59328,2,0320314752,,,2020-10-23 10:20:09.866607,Le Choix Funéraire,1,1,1,1,1,1,1,,2021-01-29,15-59-384,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/lambersart/pompes-funebres-lefevre,0,1,1,1,348 048 810 00041,-1,0,0
4257,42728,75c7cc2ffb29102d,S.A.R.L.OrganisationfunéraireJacquesLEFEVRE,50.6525694,3.0304585,"241,rueduBourg",59130,23268,Lambersart,59328,2,0320314752,,,2020-10-23 10:20:09.980725,,0,0,1,0,0,0,0,,2022-05-27,16-59-841,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
4258,42729,849691b566a3c55b,Pompes Funèbres Martin,50.6521505,3.026533,"122,rue du Bourg",59130,23268,Lambersart,59328,2,0320228893,,,2020-10-23 10:20:10.091823,,0,1,0,1,1,1,1,,2021-06-23,15-59-634,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/lambersart/pompes-funebres-franck-martin,-1,1,1,1,402 737 415 00057,-1,0,0
4259,42730,8fe7bbd31cbb0c47,Pompes Funèbres BOURREZ,50.6443832,3.0218896,"23,avenue de Boufflers",59130,23268,Lambersart,59328,2,0320314450,,,2020-10-23 10:20:10.204046,,0,1,1,1,1,1,1,,2020-03-01,14-59-820,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/lambersart/pompes-funebres-bourrez,-1,1,1,1,418 912 820 00044,-1,0,0
4260,42731,21a26b025842c6a2,S.A.R.L.Pompes funèbres et marbrerie BOURREZ,50.6443832,3.0218896,"23,avenue de Boufflers",59130,23268,Lambersart,59328,2,0320932761,,,2020-10-23 10:20:10.321763,,0,0,1,0,0,0,0,,2020-05-23,14-59-1061,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
4261,42732,ad88623fd68879a0,S.A.R.L. Marbrerie Marc LEFEVRE(«MarbrerieCamossaro»),50.6443832,3.0218896,"23,avenuedeBoufflers",59130,23268,Lambersart,59328,2,0320314450,,,2020-10-23 10:20:10.433430,,0,1,0,0,1,1,0,,2020-12-20,14-59-811,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
4262,42733,96a3b2721937f32c,Service municipal des inhumations et exhumations,50.6430231,3.0239403,46 r Lavoisier,59130,23268,Lambersart,59328,2,0320084444,,,2020-10-23 10:20:10.537587,,0,0,1,0,0,1,0,,2021-07-25,15-59-519,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,1,0
4263,42734,86360bc0e3ffa399,PhilippeLECLERCQ,50.0539976,4.0751289,"4,rueduCalvaire",59132,23343,Glageon,59261,3,0607906341,,,2020-10-23 10:20:10.651541,,0,0,0,0,0,1,0,,2024-05-13,18-59-1098,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,0,0
4264,42736,70c816d81ab226dc,Pompes Funèbres Marbrerie LEMIERE,50.5100343,3.014019,"26, rue du Maréchal Foch",59133,23233,Phalempin,59462,2,0320323618,pflemiere@orange.fr,,2020-10-23 10:20:10.887675,,0,1,1,1,1,1,1,,,14-59-807,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/59/phalempin/pompes-funebres-lemiere-pere-et-fils,-1,1,0,1,450 957 220 00012,-1,0,0
4265,42737,63050a19887edca8,S.A.R.L. Pompes funèbres LEMIERE Père et Fils,50.5100924,3.0140775,"26, rue du Maréchal Foch",59133,23233,Phalempin,59462,2,0320323618,,,2020-10-23 10:20:11.007876,,0,0,1,0,0,0,0,,2020-04-30,14-59-807,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,2
4266,42738,9d269609c5dadd0a,Métropole Européenne de Lille,50.5727547,2.8613475,RN41«LaMaladrerie»,59134,107,Herlies,59303,2,0320887550,,,2020-10-23 10:20:11.121617,,0,0,0,0,0,1,0,,2022-02-17,16-59-798,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,0
4267,42739,f2e91e69436aa94d,S.A.R.L.LENGLET,50.6134387,2.8844555,"6 bis,rue du Haut Quesnoy",59134,23215,Le Maisnil,59371,3,0320502684,,,2020-10-23 10:20:11.235574,,0,1,0,0,1,0,0,,2021-10-28,15-59-597,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,1,0
4268,42740,6a9b48054dbf37dd,Pompes Funèbres Sabuda,50.3779445,3.4247263,"70, rue Edouard Vaillant",59135,23221,Wallers,59632,2,0327240364,p-f-sabuda@orange.fr,,2020-10-23 10:20:11.349500,,0,1,1,1,1,1,1,,,145940.,1,1,1,0,1,0,-1,,-1,-1,-1,-1,520 112 665 00010,-1,0,0
4269,42741,4eb20fa6f2fa7945,S.A.R.L. SABUDA,50.3779445,3.4247263,"70, rue Edouard Vaillant",59135,23221,Wallers,59632,2,0327240364,,,2020-10-23 10:20:11.464592,,0,0,1,0,0,0,0,,2022-09-23,16-59-976,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
